Wallet Address,MINA Price (USD),Total Balance (MINA),Total Value (USD),Current Staked (MINA),Next Epoch Staking Allocation (MINA)
B62qjTJPtZ8sPeLyaCQMHebSYj2GPwGvhnTeR2gr8jUEYSsGFxADXEH,0.3530,1430160.275680,504858.0186,454540.896040,1106637.536815
