Wallet Address,dydx Price (USD),Spendable (dydx),Spendable Value (USD),Delegated (dydx),Delegated Value (USD),Reward (dydx),Reward Value (USD)
dydx1qmz8gw2ddh50x0nl4crejwr4vd67498racmrkl,0.7759,1.041437,0.8081,199999.900000,155179.9224,0.096324,0.0747
